names	fccommunity
PTPRJ	25
ENSG00000206286	14
SATB2	21
RPE	22
ARHGEF7	22
CHURC1-FNTB	22
FLAD1	18
GLUD1	23
ISCU	21
LGI1	22
LIN7A	22
MPP2	22
PRDX6	22
RAB2A	22
RAB37	22
USP46	23
YWHAH	22
ENSG00000127359	14
RANBP9	4
RGPD6	25
SPPL2B	22
ALG8	14
ARF5	12
BANF1	18
BPI	7
CC2D1A	21
CLSPN	21
CREG1	22
DAB1	13
DNASE2B	21
DNMT1	22
DONSON	1
DOPEY1	11
DTL	17
DTYMK	18
E2F1	21
EARS2	23
EHBP1	13
EIF1AD	21
ELOVL6	14
FOXA1	25
GOLT1B	14
GPS1	21
GSX1	18
HOXB1	21
ID2	21
IRF2BP2	21
ITFG1	21
JAGN1	21
LIPT1	14
LMNB1	25
MAGOHB	6
MIER1	21
MLXIP	4
MNDA	21
MOGAT1	24
MOGAT2	17
MRPL22	21
MRPL32	2
MRPS18B	4
MRPS35	4
MUC3A	21
NCAPD3	12
NDUFB7	21
NDUFS6	17
NDUFS7	4
NFE2L1	21
NKX2-4	13
NOP16	21
OSR2	21
PARD6G	22
PDE10A	6
PIGV	17
POR	14
PPIL4	4
PPP1R16A	4
PRDM9	25
PRRX1	21
QKI	4
RBL1	21
RBM22	4
SARM1	18
SETD1B	21
SGTA	4
SLC4A1AP	18
SMARCA1	13
SOX30	13
SREBF1	21
ST7	1
STK10	21
SUV420H2	21
SYF2	21
TLE4	21
TMEM47	7
TPST1	21
TRHR	22
TRIT1	14
USE1	21
VPS37B	14
WASF3	4
WIPI2	14
ZDHHC6	22
ENSG00000154999	18
ENSG00000215120	20
ENSG00000137330	4
ENSG00000203624	4
MT-ATP6	23
SLC25A16	23
TIMM10	14
DCAF6	20
EPHA1	25
FN3K	25
INSL6	25
IRF7	25
KRT74	25
MRFAP1	20
PDX1	25
TADA1	20
VDR	21
RTEL1-TNFRSF6B	19
TMEM51	3
IRX4	21
SLC35D1	25
MOCS2	23
TBPL1	4
IDH3B	1
MBOAT2	23
ENTPD7	14
B4GALT1	17
JMJD6	21
PARL	8
SCG3	8
SIRT3	12
TCTEX1D2	4
AGER	22
GSTCD	14
ZFYVE26	21
LRRC8D	3
SMPD4	4
LCMT2	18
N6AMT1	18
PRMT2	18
PRMT3	18
PRMT6	18
ENSG00000152428	23
TSPAN13	24
HTR1E	1
C1orf216	4
BAZ2B	21
CPEB4	21
TAF3	20
XRCC2	9
ZZZ3	21
ENSG00000093100	21
EPC2	20
INO80D	20
PLSCR4	20
PON2	18
RGS20	4
ARID2	20
BRWD1	21
MEF2A	21
RFXAP	4
FRG1	2
PTCD3	4
RAB40C	24
CELSR3	4
CUL4B	17
ABCG1	23
ABCG4	14
ABCG5	14
ABCG8	14
GUF1	23
TRAPPC10	14
ACTR5	20
EPC1	20
GATS	20
RGS6	22
RNFT1	20
PNKD	21
DPM1	1
P4HA3	23
PYCR1	21
HTATIP2	14
CLPX	23
CNOT4	20
NDUFAF4	9
PHF12	21
PLEKHG5	22
BSN	22
PAXBP1	22
ARPC5L	22
ATP2B3	22
COQ9	14
COX11	14
CYP3A43	14
DIEXF	15
EIF1AY	3
ERMP1	11
FOXO3	20
HMOX1	8
HSD17B11	4
LARS2	14
REXO4	20
SUB1	21
TSEN34	6
ALG10	14
ALG10B	14
ALG9	14
DOLPP1	22
DPF1	1
ERBB3	25
KIAA0087	21
MAGT1	14
RER1	14
SIGIRR	18
UBQLN2	4
WSB2	21
C6orf15	25
ENSG00000206359	22
FAF2	14
CWC25	6
ASCL2	14
BAI2	22
C4orf17	24
CRY1	4
MAP1A	14
RASSF1	19
SIMC1	14
SLC25A29	14
VTI1A	14
AHSG	13
ALG12	14
ATG4B	14
CACNB1	22
CNOT6	18
COG6	14
DOHH	23
DRG2	14
FABP1	13
FGB	13
GRIN3A	22
LASP1	13
NPRL2	14
PARD3	25
PFKM	22
PIGG	14
RQCD1	14
RWDD1	14
SLC13A4	14
SQLE	14
TAB1	12
ZNF354A	22
ENSG00000179801	14
ENSG00000212915	22
TTC1	22
LOXL1	22
LOXL2	22
LOXL4	22
NOS3	22
AGMAT	18
AOC2	18
AOC3	18
OAZ1	18
OAZ2	18
SAT1	24
SAT2	18
SRM	23
ABHD14B	18
ECI1	18
ABHD16A	5
IFITM1	5
MIR4461	5
MT-ND3	5
MT-ND4	5
PTGS2	22
SPAG7	5
TMEM147	5
TMEM222	5
ENSG00000212872	5
ENSG00000212871	5
C1QTNF3	21
TMEM242	22
ENSG00000206403	5
PTGDS	22
PTGES	22
PTGIS	22
GPR107	20
HECTD1	10
SI	18
SLC25A25	22
NDOR1	14
ABHD5	22
PLN	22
ABHD8	13
ABI1	22
CYFIP2	22
DIAPH3	22
EPS8	12
EPS8L1	22
EPS8L2	22
EPS8L3	8
FAM109A	12
FNBP1	22
GAS7	6
KIAA1217	4
NEB	25
PACSIN2	4
PREX1	22
SHANK2	22
SPTA1	22
STX4	14
ENSG00000099882	22
NCKIPSD	4
IL6ST	25
CCDC53	4
CPNE1	22
CPNE4	22
ABI3	4
DNMBP	22
RAPH1	6
CRYL1	21
EPCAM	12
HOOK2	4
IL1RAPL1	12
MRPL20P1	22
MS4A5	12
PLEKHA6	12
RALGPS1	4
REM1	22
SHB	25
TANGO2	23
TEX28P1	12
TEX28P2	12
UBAP1	4
USP6NL	4
ENSG00000131586	22
FAM161B	22
ZW10	4
TNKS	24
APBB1IP	6
FBXL20	20
NCKAP1L	6
SF1	6
ING5	24
PHPT1	18
ENSG00000215693	24
CDKN2B	24
GABPA	21
METTL13	22
MKLN1	6
MOK	21
MYCBP	22
NCOA5	18
NDUFS8	1
NFYC	21
PAX3	21
PAX8	21
PDS5A	4
SIM1	21
SPAG9	12
TADA3	20
THOC7	4
UBE3C	1
ZBTB17	21
CYBA	22
CYBB	22
GAA	22
MYBPC3	22
NCF2	22
TRIM9	4
WASF1	22
ENSG00000179087	22
NPC2	14
CALCA	22
STYXL1	4
TMOD1	12
EHD1	4
EHD4	4
PACSIN1	24
POFUT1	7
SNX18	19
DLGAP3	22
LPHN1	22
LPHN2	22
PDSS2	22
RBPJ	21
ARHGAP29	22
FBN2	13
ITGA8	13
PDGFRA	25
RIT2	22
RAPGEF1	25
SLC14A2	2
STXBP4	4
SYT7	22
TXLNB	14
TXLNG	24
ARPC5	16
CRLF3	5
NAPSA	23
PLIN3	14
RAPSN	4
ARPC1B	16
FCHSD2	22
PI4K2B	14
SNX5	14
VIPR1	22
NLGN2	22
SGCD	17
SNX32	4
SSPN	17
WAC	4
ZC2HC1C	4
C10orf10	4
SFI1	4
CEP170P1	4
ERLIN1	12
TCL1B	22
TCL6	22
C19orf25	4
CCDC42	4
CCDC85C	4
DGCR6L	4
GLTSCR1L	4
SFR1	4
SYBU	4
ZNF490	4
CRIPAK	19
DSCAM	19
FOXL2	11
TBC1D5	4
RIN3	18
CAMK4	22
PRKX	22
CSNK1A1L	15
EREG	25
METTL18	14
BACH2	21
DUSP4	15
JUND	21
DGKB	25
DGKE	25
DGKI	25
DGKQ	25
INPP5K	25
IPMK	25
ITPKB	18
EFNB3	22
ZBTB12	22
PIP5K1B	25
VAV1	25
FAM98B	15
SLC44A4	14
BEGAIN	4
USHBP1	4
GC	24
ADORA2A	22
CLIC5	16
COL17A1	13
CSRP1	4
FXN	18
KCNA5	22
MAGI3	22
SSX2IP	22
ARNT	21
CPNE2	22
EMD	12
HEBP2	1
MAPK1IP1L	4
RNF115	4
SLC41A3	16
TIMM22	14
FBP2	22
APOH	13
DYSF	7
ENAM	13
LGALS13	8
PLA1A	15
PPM1B	12
S100A10	24
TRPV5	4
SSH1	16
TSPAN8	22
CHAMP1	11
ETV6	11
LEMD3	21
CATSPER1	4
DEF6	22
TRIM27	4
ZNF417	4
ENSG00000215641	4
C1orf65	4
CPNE7	4
FBXL18	4
PTBP2	4
RABL6	4
RHPN1	4
SYS1	18
TCL1A	22
ZNF426	4
NID2	13
C8G	13
NCR1	25
NCR3	16
SLC6A10P	21
SLC6A8	4
ENSG00000206321	25
ENSG00000206430	16
TESK1	4
SSH3	16
APPL1	22
ATG16L1	22
GDA	18
GRIK5	22
GRIN2C	22
KCNA1	22
KRT31	4
KRT34	22
KRT82	4
KRT85	11
NLGN1	22
NLGN3	22
S100A3	12
SEMA4C	22
SEMA4F	22
DLGAP2	22
DCTD	4
UNG	20
AGTR1	22
AMH	21
ANKS1B	25
AREG	21
BTC	25
CAMLG	19
CMTM8	12
DEGS1	17
DOK6	25
FAM189B	11
GRB10	15
LRSAM1	18
MAPK8IP2	22
MTX1	24
NUMBL	7
PITPNA	25
SCAMP1	14
SGSM2	24
SH2B1	25
SH2B3	25
SH2D2A	25
SH3BGRL	25
TGFA	25
TLR4	18
ENSG00000212874	18
C10orf12	22
E4F1	22
PRRC2B	4
REST	22
XAGE2	22
CCDC174	4
TSHR	22
PLEKHF2	4
ADORA2B	19
ADRB2	22
ADRB3	22
CHRM1	22
CHRM3	22
CHRM5	22
GCG	22
GNB3	22
GNG11	22
GNG13	22
GNG3	22
GNG4	22
GNG5	22
GNG7	22
GNG8	22
HRH2	22
HTR4	16
HTR5A	22
HTR7	22
RGS18	22
RIC8B	22
ARHGEF18	22
DNAJC25	22
GNA12	22
GNGT1	22
KCNJ3	22
MTNR1A	22
OPRD1	22
ENSG00000213611	22
ADRB1	22
ATRN	22
EVA1C	5
LAX1	17
MERTK	19
SGCA	17
SIGLEC7	4
SPRY1	6
ENSG00000096141	6
DAB2IP	7
NANOS1	22
PDZK1	12
SEMA4B	22
GRIN3B	22
INADL	22
WDR5B	17
GGT3P	10
GPX4	10
GGT5	10
GGT7	10
GGTLC2	10
GOLGA3	19
GPX7	10
GSS	10
EZH2	21
SETD7	16
SUV39H2	20
ZMYM2	16
ZMYM3	16
ZNF219	16
PARP3	20
DIDO1	7
RBMXL1	4
CRYGC	22
FAIM	1
MAPKAPK3	15
POP7	6
BAX	19
CCS	16
FGFR1OP	22
GLDC	9
RAB18	22
RCN1	12
TLR1	18
WARS2	18
BMP4	21
FAM46A	21
TGFB1	13
SRP19	18
PPP3CB	22
PPP3CC	22
PRKY	22
TRPC1	22
USH2A	16
KRT27	16
MASP1	13
MASP2	13
FGFR3	25
ALOX12	11
ALOX12B	13
BNIP3L	19
CTCF	21
FAT1	12
HCFC1	6
KPNA1	21
MRPS26	4
NARF	7
SFXN3	12
TOR1AIP1	11
BIRC6	22
KIF21A	22
LIN7B	22
MYO7A	22
SYT5	22
GFI1B	4
ENSG00000134602	4
BRIP1	21
KIF1A	17
NAV2	24
POLRMT	10
SESTD1	22
ZC3H11A	20
ZNF84	13
CADM1	22
CRABP1	22
IDUA	2
KBTBD4	22
MORN2	22
TRIM41	4
MYLK2	22
MLPH	22
PRPH	22
GZMA	22
ZNF165	4
CD109	21
FAM60A	21
GFER	21
TMEM214	21
TONSL	21
TRIM24	21
ZMYM4	21
ADRA1A	22
CABIN1	22
ARHGDIA	19
SESN1	22
SESN2	5
TAT	18
BDKRB2	22
KLRC1	4
LAIR1	12
PILRA	25
PCSK6	4
RIMS1	22
ZCCHC4	4
DENND5A	19
ERC1	14
MBTD1	4
SLC39A7	4
ENSG00000206288	4
OPN4	10
MTMR14	16
ECD	21
FAM83C	13
NLRP1	13
SMPDL3A	13
SPEF2	13
TXNDC2	13
CD9	13
COL26A1	13
APLP2	21
ARHGAP11A	25
CHST1	22
FAM189A2	2
ILDR2	25
LSR	25
PARD3B	21
PPFIBP2	24
SASH1	25
SCEL	21
SHROOM3	25
ST5	25
TRIM25	12
WDYHV1	4
ATP5G1	23
PRRT2	9
STX3	22
ZDHHC7	21
METTL21A	20
CPD	10
NUBPL	16
PPP1R11	9
PPP1R12B	16
SH2D4A	8
ENSG00000112498	16
ENSG00000206501	16
DOC2A	22
STX2	14
ALDOB	22
TNNT1	24
TNNT2	24
CDK5R1	4
FRMD6	19
MTHFS	4
NRBP1	4
SYT17	4
ZNF580	4
ENSG00000184902	4
RNF130	10
AK5	21
FGF10	25
GYS2	22
UGT1A6	8
UGT2A1	8
UGT2B17	8
UGT2B28	8
UGT2B4	8
UGT2B7	8
ENSG00000198277	8
ENSG00000197592	8
DYDC1	7
KLHL42	4
BCL2L11	19
DYNLT1	4
DYNLT3	22
PANK2	21
TOMM22	14
ARMCX2	24
CHD3	24
CRCT1	24
DIS3L2	24
FABP4	18
IVNS1ABP	24
KIF15	24
LOR	13
PKP1	12
PPHLN1	24
PPL	19
ROCK1	25
SDCCAG3	24
SIRT6	24
TCHP	4
TUBGCP4	4
UPP1	18
UPP2	4
ENSG00000106540	24
D2HGDH	14
PFN4	14
EML3	4
GREM1	18
NCOA2	21
PDK1	22
PNMA1	13
RPH3A	22
USP9X	22
HNRNPLL	16
PTPLAD1	4
OTUB1	21
CHERP	6
COG8	14
FMR1	22
INA	22
ENSG00000174622	6
AGR2	24
NSF	23
PRR13	4
PRSS23	24
PTPRN	22
SRPK2	14
AHCY	23
CTH	23
GEMIN2	6
HARS2	18
TLE2	17
WDR26	17
ABO	17
FUT2	17
ABR	22
GNA14	22
ACAA1	18
ALDH6A1	18
HSD17B10	18
AOX1	18
TRMT10C	18
MCEE	18
MMADHC	22
ENSG00000204763	18
FASN	13
PRKAG1	17
FLI1	21
FAM96A	18
GAS8	9
MRPL24	4
RPAP1	4
SLFN11	13
TMEM110	22
ENSG00000197025	8
ACSS1	18
PDK2	22
CLU	13
CP	13
FGA	13
FN1	13
GNAI2	12
KRT16	13
KRT6A	13
PAPPA	13
SCAF1	13
SETDB2	13
SLC48A1	13
SLC6A9	13
RSU1	4
ENSG00000188364	4
ACACB	23
DDX39B	16
ESYT3	23
MLX	4
NPEPPS	23
SMC3	4
SOD2	23
TMEM184C	23
ENSG00000206324	23
CTDSPL	23
NMT2	19
ACTL6A	1
ACTR10	20
ACTR1B	22
ADAM28	15
AFF4	15
AURKA	15
BRD4	15
CDK5	15
CLIC4	22
CSNK1A1	15
DDR1	15
DPAGT1	22
EPB41L2	22
FAM83A	15
FMN2	4
HPCAL1	4
HRNR	15
IMPACT	14
ITM2B	22
KLHL17	22
LAPTM5	22
LONRF3	4
MAP2K3	22
MARCKS	22
MBNL1	21
MTA1	21
NCK2	15
NDUFV2	22
NEFL	22
NUDC	22
P2RX7	22
PAICS	22
PARVG	4
PBRM1	20
PBX2	21
PCSK1N	22
PKMYT1	15
PLXNA1	22
PRKCQ	15
PTPLA	14
PYGM	22
RAB35	25
RAB3B	22
RBX1	21
RPS6KA1	15
SEC16A	15
SH3GL1	22
SPATA2L	21
SPIRE1	21
SPTB	22
STAU1	22
SYN2	22
TMEM55B	4
TMX1	15
TNIK	15
TPD52L2	22
VASP	6
VSNL1	22
VWA9	11
ENSG00000206315	21
ENSG00000186031	22
ARFIP1	14
OCIAD1	17
PLEKHA8	21
SRPK3	4
ENSG00000206580	13
CD93	13
DBR1	14
MRPL11	14
ARL4C	4
BLMH	14
C6orf211	6
GDAP1	23
HID1	4
ATG5	18
BBX	22
ENSG00000206445	23
ENSG00000206334	23
CARHSP1	22
CCP110	22
CRHR1	22
EMP3	22
MYOG	21
NME4	22
OBSCN	22
PPEF2	22
TCF4	21
TRPV1	22
UNC13A	22
ADCYAP1R1	22
CAMK2D	15
FKBP8	22
KCNN2	22
OPRM1	22
PDE1C	6
PTH2R	22
UNC13B	22
CTNS	24
COX17P1	14
VPS26B	14
AP3B2	14
ARMCX3	18
C10orf88	24
DNAJC6	14
GGA2	14
PRDM16	20
BHLHE22	4
RGS2	22
RGS4	22
API5	16
CHTOP	16
DDX20	1
DDX39A	16
DNAJC14	16
ELL2	6
H3F3AP6	16
HIPK2	21
MED13	6
MED18	6
MED19	6
MED23	6
MED26	6
MED29	6
NONO	1
PTBP1	6
RBBP7	16
RNPS1	6
SARNP	16
SMN2	6
STRN4	18
TDG	21
AGO1	13
AGO2	13
ATP5D	23
EDC3	25
HDGFL1	19
HELZ2	21
KMT2B	21
LPAR2	21
MAPK8IP3	21
ORAI3	23
OSBPL1A	21
PANX3	21
PPAP2B	21
SENP7	21
SMO	21
SNRPE	6
TAPT1	21
TBRG1	17
TMEM131	16
WNK4	21
WNT16	21
ZNF277	9
ZNF443	21
BLM	20
BRCA2	21
NDC80	21
RHEB	15
TRIP13	4
ENSG00000197065	4
ALKBH4	9
ENSG00000204210	4
ENSG00000206383	7
ENSG00000206274	22
ALG6	14
DPM2	14
DPM3	14
PPTC7	23
PRUNE	23
TCP11L2	22
CKMT2	24
AKAP8	1
AP4E1	13
DNAJB6	1
GTF2I	1
HAUS7	6
JARID2	13
KIAA1967	1
MYO5C	1
MYO9B	1
NDUFAB1	14
NDUFS1	1
PUS3	20
RPN2	1
SETD4	24
TMEM30A	14
TRMT1L	1
XPOT	1
ENSG00000196540	13
EVPL	13
GIT2	4
USP11	12
MNT	21
TMEM106A	20
ARCN1	23
TIMP2	13
VPS16	14
VPS33A	14
GFM2	14
PFKFB2	22
PFKFB3	22
PFKFB4	22
NME3	20
NME5	20
NME6	20
NME7	20
ENSG00000103200	20
RRN3P2	20
TIMM13	20
POU2F1	21
SNAPC2	20
SNAPC4	20
SNAPC5	20
ZNF143	20
KANSL3	6
PEMT	14
LZTS1	20
POLR3E	20
STC2	24
ALS2	9
ANKRD28	12
ATG13	9
FSTL1	9
HMOX2	9
MFAP3	9
MIOX	9
PALM	9
UBE2R2	14
FHOD3	1
RBM45	1
CMYA5	4
BECN1	14
DNA2	20
ESRRB	21
RORA	21
THAP11	20
ENSG00000183519	23
RBM15B	4
ENSG00000206195	3
ENSG00000206193	11
DFFB	19
AKR1A1	23
AMY1B	22
AMY1C	22
MOB1B	14
PHKB	22
PIM2	18
ENSG00000196318	22
ENSG00000197839	22
SREK1IP1	4
TXNRD1	12
PDE9A	6
CCDC114	4
CDCA5	4
FEZ1	24
HSD17B4	17
MAN2C1	20
MXI1	21
REC8	4
RPGR	4
SMC1B	4
STAG1	4
STAG2	4
SYCP3	4
WAPAL	4
RAB4A	14
ENSG00000100101	19
NR2C1	21
THOC1	22
TDO2	18
TM9SF3	22
GCSH	21
SMIM4	23
ADTRP	18
AIG1	1
ASCL1	21
PHYH	4
ARHGEF6	22
ACSM1	24
DMXL2	21
EPB41L5	4
MADD	19
PLIN2	18
PKP4	22
AHSA2	21
TTLL4	12
ENSG00000173959	21
ACAP3	24
SLC35G2	4
SEMA3F	25
ALAS2	3
BCAT2	18
G3BP2	11
IVD	18
MYEF2	18
PITRM1	14
TROVE2	18
RUNDC3A	12
ZNF547	17
SDHC	18
RPS6KC1	21
KIR2DL1	25
ENSG00000183291	11
SOX5	21
ACVR1C	21
CUEDC1	5
POT1	12
ACE	21
ACER3	14
PPAP2C	25
SGPP1	14
SGPP2	14
FOXP4	21
AGPAT2	25
CDS1	18
CEL	25
DGAT1	25
LIPF	25
PNLIP	25
PNLIPRP1	25
PNLIPRP2	25
AGPAT3	25
AGPAT5	25
AGPAT6	25
TMBIM6	19
PHOSPHO1	13
PCYT1B	13
KLHL26	4
CAST	24
KATNAL1	7
SLC35B1	11
TNFAIP8	21
ACKR2	8
CCL11	8
CCL14	8
CCL21	8
CCL25	8
CCL28	8
CCL3	8
CCL3L1	8
CCL4	8
CCL5	8
CCL8	8
ENSG00000205017	8
CCR2	8
CXCR3	8
CCR3	8
CCR10	8
CXCL13	8
IGFBP7	13
SRGN	13
CCR8	8
IL8	13
ACKR4	8
PF4	13
HERC5	21
ACMSD	18
MAGEA11	4
AKR1C3	24
BEX2	4
BIRC3	19
C18orf54	24
CEP76	4
DNAJC10	10
ENOX2	24
FAM156A	5
FAM156B	4
IFNA6	25
IL11	25
KIAA0408	4
MGME1	21
MXD3	10
NDUFB9	24
NSUN4	4
OTUB2	21
PRKRIP1	12
RADIL	4
SNX20	4
SNX7	4
TCEA2	4
TCF25	4
TEX37	4
TMEM123	23
TRMT1	3
ZSWIM2	4
ENSG00000112448	4
ACO1	12
ENSG00000215820	12
TRIM2	12
TMEM170A	4
ACOT1	7
ACOT13	4
ENSG00000206217	4
PDE2A	6
PDE4B	13
PDE6G	6
IGF2BP3	17
TRIM56	24
ENSG00000198904	4
MEIS2	21
APEX1	21
BOK	19
C10orf118	4
COMT	18
CREBL2	4
CRYZ	18
CSDE1	24
FKBP3	18
GCLM	23
GLOD4	18
KATNAL2	18
KIF4A	21
MID1IP1	13
MTIF2	25
PDCD10	22
RAB21	18
RNMTL1	4
SAR1A	18
STOML2	18
TSFM	13
UBE2M	23
XPR1	22
ENSG00000096238	18
ACOT2	4
RAD54L2	4
ACOT4	1
GMCL1	20
DTNB	4
ENSG00000149397	4
ARHGAP39	4
HMG20A	4
KIF5A	25
PRTFDC1	4
SNTA1	22
SNTB1	22
SNTG1	14
SNTG2	13
CDKL1	21
GATAD1	11
IFT46	7
NOTCH2	7
ENSG00000112049	7
COLEC12	4
ADAM17	7
CAPN9	4
ENKUR	12
GSC	21
RAB34	21
NPC1	14
CYP39A1	18
FNBP1L	24
ACP6	18
ADH6	18
DHCR7	18
UROC1	18
PAPSS2	18
NMNAT1	18
NMNAT2	18
NMNAT3	18
ACP2	18
ACPT	18
ACP5	18
GPC4	7
PON3	18
CYP19A1	18
CYP1A1	18
CYP1A2	18
CYP1B1	18
CYP2C18	18
CYP2C19	18
CYP2C8	18
CYP2E1	18
CYP2J2	18
CYP2S1	18
CYP3A7	18
CYP4B1	18
CYP4F11	18
FAM101B	13
GNE	24
PMAIP1	19
ENSG00000215700	21
ACPP	13
APOL1	13
TBC1D19	13
CD40LG	13
IGHG4	4
ELF4	17
HBZ	25
HLA-DRA	13
ENSG00000206243	13
ACR	13
ZP2	17
ZP3	13
HES5	21
RAB3IP	22
TRAK2	7
SYPL1	10
PJA1	18
AMFR	18
NDUFS3	1
RNF144B	18
RNF25	18
SMC2	1
TRIM11	18
CLOCK	21
NAP1L2	10
NOTCH3	7
ATP4B	23
ATP6V0A2	23
WIPI1	23
AXIN2	22
SPATA6L	4
FCGRT	4
CHRM2	22
ENSG00000215697	14
TBXA2R	22
DNASE1	22
C7orf50	19
NKX3-1	21
TOPORS	21
CHAF1A	18
LEFTY2	13
SS18	4
TCF3	21
ADAM12	13
ANG	13
FIGNL1	25
MAPKBP1	4
PALLD	8
TRPC4	22
TTC8	22
ULK2	21
WDR62	24
IFT88	4
RFXANK	4
SPON2	20
THAP4	23
RBM18	22
RNF4	21
SPDEF	21
ZMIZ1	21
CDH11	22
PAPPA2	21
LBR	14
PRPF39	21
CCDC13-AS1	4
MRPS18A	4
AURKAIP1	15
CHFR	18
CSNK1G2	15
TACC1	20
TDRD7	17
TPX2	15
ENSG00000215725	19
PRKAR2B	22
BCL2L2	19
TACO1	6
E2F2	21
C7orf25	24
SRBD1	14
TCERG1	6
ADNP	2
GEM	22
BIRC7	19
PSIP1	19
NTAN1	21
SCHIP1	21
ENSG00000185068	20
FZR1	14
PDE8A	6
SKIL	21
ARHGAP40	14
FGD3	22
MCF2L	22
ENSG00000174115	14
ARVCF	12
BOC	22
CDH4	11
CDON	22
BARD1	24
CCNB3	21
CDKN3	15
CKS1B	21
CRBN	15
DAPK1	19
ECT2	22
GADD45B	21
MEF2C	21
PBK	4
PPP2R5E	25
RAB5B	18
SPAG5	4
STMN2	24
TK1	24
CABLES2	15
CCNJ	21
CDK5RAP1	3
DCX	22
EMX2	21
HOXC6	21
LMTK2	3
NR1H3	21
NUBP2	4
ST14	21
SPOCD1	25
THRA	21
ZNF330	4
HEXIM1	4
NR2E3	21
NUFIP1	6
ZMYM6	2
TSPAN3	4
TSPAN4	13
COG1	14
BGN	13
BMP1	13
NID1	13
TMPRSS6	13
HABP2	13
SAA1	13
APOBEC1	6
CRYBA1	22
ITGA10	13
ITGA11	13
ITGA9	13
ITGAD	13
ITGAM	13
ITGAX	13
ITGB8	13
ERF	15
GJA1	22
HMGB2	21
NFATC3	22
SYT11	22
C14orf1	24
TVP23B	14
SCLY	24
AGTPBP1	24
COX4I2	22
CYB5A	18
CYB5R1	14
CYB5R3	21
FDX1	8
UQCRC1	5
GPS2	21
NEURL4	20
RB1CC1	4
BEND5	15
COL11A1	15
COL5A2	15
TM4SF1	15
SCAF4	6
CYP8B1	12
GRTP1	14
CLIC3	22
DCUN1D3	22
AOC1	18
EED	21
EEF1A2	12
UQCR10	5
NDUFB8	24
AKAP17A	4
PGM3	17
TRIB2	4
BEND7	4
CREB3	21
ADORA1	22
EFNA5	15
FAM188B	4
KALRN	4
SDCBP	22
HDHD3	4
LMLN	4
RSPH3	21
DOT1L	21
RNF220	21
AHNAK	22
ARHGDIB	25
CAPN6	12
ICAM2	19
ICAM3	13
S100P	22
SELL	7
SELP	13
TBC1D10A	12
TYW3	18
ENSG00000204325	4
ENSG00000188126	4
CDKAL1	15
MINPP1	25
NAGS	23
PDE7B	6
ARHGEF1	22
CD14	13
DRD5	22
S1PR4	22
ADORA3	12
C5AR1	22
CNR1	22
CXCR1	13
CXCR5	8
EDNRA	22
EYA2	4
FPR1	12
GPSM2	22
ITM2C	22
LGALS4	12
LHCGR	22
LPAR3	12
MTNR1B	22
NGB	22
RGS12	22
RGS5	22
RIC8A	22
SNX9	12
GRID2	22
AKAP11	22
AKT1	22
AXIN1	22
EPM2A	22
FRAT1	7
FRAT2	7
LRP6	7
MITF	21
MYOCD	21
NPY4R	9
QPCTL	15
RCAN1	15
RGS22	8
SGK3	15
TPPP	13
WNT4	7
DEDD2	19
ANTXR1	19
HDAC10	21
HOPX	11
IFRD1	4
MBD3L1	21
PHF21A	16
RBP1	21
SETD1A	21
SMYD1	21
TRUB2	14
HR	21
NCAN	25
CRMP1	24
ENSG00000215173	6
DOCK4	6
CLCF1	25
CSF2	25
CSF3	25
CTF1	25
EPO	25
IFNA10	25
IFNA16	25
IFNA2	25
IFNA21	25
IFNA5	25
IFNA8	25
IFNB1	25
IFNE	25
IFNG	25
IFNK	25
IFNL1	25
IFNL2	25
IFNL3	25
IFNW1	25
IL12A	25
IL12B	25
IL15	25
IL19	25
IL20	25
IL21	25
IL22	25
IL23A	25
IL24	25
IL26	25
IL3	25
IL4	25
IL5	25
IL6	25
IL7	25
IL9	25
LEP	25
LIF	25
OSM	25
PRL	25
TPO	25
TSLP	25
ENSG00000147877	25
ENSG00000120247	25
ENSG00000186809	25
EGLN1	21
ATP2A1	18
STON2	22
C1orf174	24
CBX8	21
FAM135B	20
FAM173A	24
GSTO1	10
HNRNPH3	24
IK	4
KSR2	15
MAD2L1BP	24
NAP1L5	24
NDUFA4L2	24
OGFOD2	20
SNAPIN	4
TELO2	5
ZEB1	21
ENSG00000206282	24
ENSG00000206210	24
ANKRD13A	21
EPN2	14
HEY1	21
HEYL	21
TNFAIP3	12
TOM1L2	4
USP13	24
SLC35A2	4
ENSG00000206215	21
MPP5	22
ISL1	21
METTL15	12
TNKS2	24
CECR2	17
DHH	21
KSR1	12
TRIB1	4
MAP3K6	18
PPM1A	22
SYT12	15
DUSP16	15
MAP4K1	19
CARM1	18
FTSJ2	18
PRMT7	18
PRMT8	18
CELF1	4
FOXN2	21
TAGLN3	4
MCM3AP	21
MCMBP	14
MBIP	4
MCM8	18
JAG1	7
NRXN3	22
PVRL1	22
NPPC	4
ARHGEF15	15
RAB4B-EGLN2	21
ENSG00000134133	22
EMX1	21
GPR183	18
HIF1A	21
LRRC18	16
PCGF6	21
TOX4	21
ZBTB33	21
IL1RL1	18
TLR5	18
CCR5	8
CXCR4	25
FAM83F	12
MEN1	12
MYL9	22
MYOM2	24
OVGP1	14
TRPM7	25
ENSG00000205918	14
CD3E	25
PKN2	19
WIPF2	6
SP110	23
MTMR2	18
NEFH	22
ATF6B	21
LOXL3	22
PUM2	4
CNIH4	14
GABARAP	14
GABBR2	13
BDNF	25
